cost,approximation_ratio,variance,gradients
-0.9999963636222402,0.9999963636222402,,"[ 1.38777878e-17 -2.77555756e-17  0.00000000e+00  1.38777878e-17
  0.00000000e+00  0.00000000e+00  0.00000000e+00 -1.38777878e-17
  0.00000000e+00  0.00000000e+00 -1.34840112e-03  0.00000000e+00
  0.00000000e+00 -1.34840112e-03  0.00000000e+00]"
-0.9999990909029397,0.9999990909029397,,"[ 2.77555756e-17 -2.77555756e-17  0.00000000e+00  1.38777878e-17
  0.00000000e+00  0.00000000e+00  0.00000000e+00 -1.38777878e-17
 -5.55111512e-17  0.00000000e+00 -6.74201989e-04  0.00000000e+00
  0.00000000e+00 -6.74201989e-04  0.00000000e+00]"
-0.9999997727255678,0.9999997727255678,,"[ 4.16333634e-17 -6.93889390e-18  0.00000000e+00  4.16333634e-17
  0.00000000e+00  0.00000000e+00  5.55111512e-17 -6.24500451e-17
  0.00000000e+00  0.00000000e+00 -3.37101173e-04  0.00000000e+00
  5.55111512e-17 -3.37101173e-04  0.00000000e+00]"
-0.9999999431813779,0.9999999431813779,,"[ 1.38777878e-17 -2.77555756e-17  0.00000000e+00  1.38777878e-17
  0.00000000e+00  0.00000000e+00  0.00000000e+00 -4.16333634e-17
  0.00000000e+00  0.00000000e+00 -1.68550609e-04  0.00000000e+00
  0.00000000e+00 -1.68550609e-04  0.00000000e+00]"
-0.9999999857953396,0.9999999857953396,,"[ 4.16333634e-17 -2.77555756e-17  0.00000000e+00  5.55111512e-17
  0.00000000e+00  0.00000000e+00  5.55111512e-17 -2.77555756e-17
  0.00000000e+00  0.00000000e+00 -8.42753072e-05  0.00000000e+00
  5.55111512e-17 -8.42753072e-05  0.00000000e+00]"
-0.9999999964488304,0.9999999964488304,,"[ 4.16333634e-17  0.00000000e+00  2.77555756e-17  4.16333634e-17
  0.00000000e+00  0.00000000e+00  5.55111512e-17  0.00000000e+00
  0.00000000e+00  0.00000000e+00 -4.21376540e-05 -2.77555756e-17
  5.55111512e-17 -4.21376540e-05  0.00000000e+00]"
-0.9999999991122029,0.9999999991122029,,"[ 1.38777878e-17 -4.16333634e-17  0.00000000e+00  2.77555756e-17
  0.00000000e+00  0.00000000e+00  0.00000000e+00 -5.55111512e-17
  0.00000000e+00  0.00000000e+00 -2.10688270e-05  0.00000000e+00
  0.00000000e+00 -2.10688270e-05  0.00000000e+00]"
-0.9999999997780457,0.9999999997780457,,"[ 1.38777878e-17  0.00000000e+00  0.00000000e+00  1.38777878e-17
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00 -1.05344135e-05  0.00000000e+00
  0.00000000e+00 -1.05344135e-05  0.00000000e+00]"
-0.9999999999445065,0.9999999999445065,,"[ 1.38777878e-17 -1.38777878e-17  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00 -1.38777878e-17
  0.00000000e+00  0.00000000e+00 -5.26720676e-06  0.00000000e+00
  0.00000000e+00 -5.26720676e-06  0.00000000e+00]"
-0.9999999999861212,0.9999999999861212,,"[ 0.00000000e+00 -2.77555756e-17  2.77555756e-17  1.38777878e-17
  0.00000000e+00  0.00000000e+00  0.00000000e+00 -4.16333634e-17
 -5.55111512e-17  0.00000000e+00 -2.63360338e-06 -2.77555756e-17
  0.00000000e+00 -2.63360338e-06  0.00000000e+00]"
-0.9999999999965244,0.9999999999965244,,"[ 0.00000000e+00  0.00000000e+00  2.77555756e-17 -1.38777878e-17
  0.00000000e+00  0.00000000e+00  0.00000000e+00 -2.77555756e-17
  0.00000000e+00  0.00000000e+00 -1.31680169e-06 -2.77555756e-17
  0.00000000e+00 -1.31680169e-06  0.00000000e+00]"
-0.9999999999991251,0.9999999999991251,,"[ 1.38777878e-17  0.00000000e+00  0.00000000e+00  1.38777878e-17
  0.00000000e+00 -5.55111512e-17  0.00000000e+00 -1.38777878e-17
  5.55111512e-17  0.00000000e+00 -6.58400845e-07  0.00000000e+00
  0.00000000e+00 -6.58400845e-07  0.00000000e+00]"
-0.999999999999775,0.999999999999775,,"[ 0.00000000e+00 -2.77555756e-17  2.77555756e-17 -1.38777878e-17
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00 -3.29200422e-07 -2.77555756e-17
  0.00000000e+00 -3.29200422e-07  0.00000000e+00]"
-0.9999999999999372,0.9999999999999372,,"[ 1.38777878e-17 -2.77555756e-17  2.77555756e-17  1.38777878e-17
  0.00000000e+00  0.00000000e+00  0.00000000e+00 -1.38777878e-17
  0.00000000e+00  0.00000000e+00 -1.64600211e-07 -2.77555756e-17
  0.00000000e+00 -1.64600211e-07  0.00000000e+00]"
-0.9999999999999771,0.9999999999999771,,"[ 1.38777878e-17 -2.77555756e-17  5.55111512e-17  1.38777878e-17
  0.00000000e+00  0.00000000e+00  0.00000000e+00 -1.38777878e-17
  0.00000000e+00  0.00000000e+00 -8.23001056e-08 -5.55111512e-17
  0.00000000e+00 -8.23001056e-08  0.00000000e+00]"
-0.9999999999999869,0.9999999999999869,,"[-1.38777878e-17 -1.38777878e-17  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00 -4.11500527e-08  0.00000000e+00
  0.00000000e+00 -4.11500527e-08  0.00000000e+00]"
-0.9999999999999891,0.9999999999999891,,"[ 0.00000000e+00 -2.77555756e-17  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00 -2.05750263e-08  0.00000000e+00
  0.00000000e+00 -2.05750263e-08  0.00000000e+00]"
-0.9999999999999898,0.9999999999999898,,"[ 2.77555756e-17 -1.38777878e-17  5.55111512e-17  1.38777878e-17
  0.00000000e+00  0.00000000e+00  0.00000000e+00 -4.16333634e-17
  0.00000000e+00  0.00000000e+00 -1.02875131e-08 -5.55111512e-17
  0.00000000e+00 -1.02875132e-08  0.00000000e+00]"
-0.9999999999999895,0.9999999999999895,,"[ 0.00000000e+00  0.00000000e+00  2.77555756e-17  1.38777878e-17
  0.00000000e+00  5.55111512e-17  0.00000000e+00  1.38777878e-17
  0.00000000e+00  0.00000000e+00 -5.14375655e-09 -2.77555756e-17
  0.00000000e+00 -5.14375653e-09  0.00000000e+00]"
-0.9999999999999891,0.9999999999999891,,"[ 1.38777878e-17 -2.77555756e-17  0.00000000e+00  0.00000000e+00
  0.00000000e+00  5.55111512e-17  0.00000000e+00 -2.77555756e-17
  0.00000000e+00  0.00000000e+00 -2.57187825e-09  0.00000000e+00
  0.00000000e+00 -2.57187822e-09  0.00000000e+00]"
-0.9999999999999889,0.9999999999999889,,"[ 1.38777878e-17 -1.38777878e-17  2.77555756e-17  1.38777878e-17
  0.00000000e+00  0.00000000e+00  0.00000000e+00 -2.77555756e-17
  0.00000000e+00  0.00000000e+00 -1.28593915e-09 -2.77555756e-17
  0.00000000e+00 -1.28593909e-09  0.00000000e+00]"
-0.9999999999999885,0.9999999999999885,,"[ 0.00000000e+00 -4.16333634e-17  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00 -6.42969539e-10  0.00000000e+00
  0.00000000e+00 -6.42969525e-10  0.00000000e+00]"
-0.9999999999999882,0.9999999999999882,,"[ 1.38777878e-17 -2.77555756e-17  2.77555756e-17  1.38777878e-17
  0.00000000e+00  5.55111512e-17  0.00000000e+00 -1.38777878e-17
 -1.11022302e-16  0.00000000e+00 -3.21484742e-10 -2.77555756e-17
  0.00000000e+00 -3.21484742e-10  0.00000000e+00]"
-0.9999999999999879,0.9999999999999879,,"[ 0.00000000e+00 -4.16333634e-17  2.77555756e-17  1.38777878e-17
  0.00000000e+00  0.00000000e+00  0.00000000e+00 -1.38777878e-17
 -5.55111512e-17  0.00000000e+00 -1.60742308e-10 -2.77555756e-17
  0.00000000e+00 -1.60742267e-10  0.00000000e+00]"
-0.9999999999999876,0.9999999999999876,,"[ 2.77555756e-17 -2.77555756e-17  2.77555756e-17  1.38777878e-17
  0.00000000e+00  0.00000000e+00  0.00000000e+00 -2.77555756e-17
  0.00000000e+00  0.00000000e+00 -8.03711125e-11 -2.77555756e-17
  0.00000000e+00 -8.03711125e-11  0.00000000e+00]"
-0.9999999999999873,0.9999999999999873,,"[ 1.38777878e-17 -2.77555756e-17  2.77555756e-17  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00 -2.77555756e-17
 -5.55111512e-17  0.00000000e+00 -4.01855077e-11 -2.77555756e-17
  0.00000000e+00 -4.01854799e-11  0.00000000e+00]"
-0.9999999999999869,0.9999999999999869,,"[ 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00 -2.77555756e-17
  0.00000000e+00  0.00000000e+00 -2.00927192e-11  0.00000000e+00
  0.00000000e+00 -2.00927469e-11  0.00000000e+00]"
-0.9999999999999867,0.9999999999999867,,"[-1.38777878e-17 -2.77555756e-17  2.77555756e-17  0.00000000e+00
  0.00000000e+00 -5.55111512e-17  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00 -1.00463804e-11 -2.77555756e-17
  0.00000000e+00 -1.00463665e-11  0.00000000e+00]"
-0.9999999999999862,0.9999999999999862,,"[ 0.00000000e+00 -2.77555756e-17  2.77555756e-17  1.38777878e-17
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00 -5.02313469e-12 -2.77555756e-17
  0.00000000e+00 -5.02312081e-12  0.00000000e+00]"
-0.999999999999986,0.999999999999986,,"[ 2.77555756e-17 -1.38777878e-17  2.77555756e-17  1.38777878e-17
  0.00000000e+00  0.00000000e+00  0.00000000e+00 -4.16333634e-17
  0.00000000e+00  0.00000000e+00 -2.51151877e-12 -2.77555756e-17
  0.00000000e+00 -2.51153265e-12  0.00000000e+00]"
-0.9999999999999857,0.9999999999999857,,"[ 1.38777878e-17 -1.38777878e-17  2.77555756e-17  1.38777878e-17
  0.00000000e+00  0.00000000e+00  0.00000000e+00 -2.77555756e-17
  0.00000000e+00  0.00000000e+00 -1.25573163e-12 -2.77555756e-17
  0.00000000e+00 -1.25574551e-12  0.00000000e+00]"
-0.9999999999999853,0.9999999999999853,,"[ 1.38777878e-17 -5.55111512e-17  0.00000000e+00  2.77555756e-17
  0.00000000e+00  5.55111512e-17  0.00000000e+00 -2.77555756e-17
  0.00000000e+00  0.00000000e+00 -6.27858876e-13  0.00000000e+00
  0.00000000e+00 -6.27831120e-13  0.00000000e+00]"
-0.9999999999999851,0.9999999999999851,,"[ 1.38777878e-17 -2.77555756e-17  2.77555756e-17  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00 -1.38777878e-17
  0.00000000e+00  0.00000000e+00 -3.13846171e-13 -2.77555756e-17
  0.00000000e+00 -3.13846171e-13  0.00000000e+00]"
-0.9999999999999847,0.9999999999999847,,"[ 0.00000000e+00 -2.77555756e-17  0.00000000e+00  0.00000000e+00
  0.00000000e+00  5.55111512e-17  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00 -1.56916147e-13  0.00000000e+00
  0.00000000e+00 -1.56916147e-13  0.00000000e+00]"
-0.9999999999999845,0.9999999999999845,,"[ 2.77555756e-17  0.00000000e+00  2.77555756e-17  1.38777878e-17
  0.00000000e+00  0.00000000e+00  0.00000000e+00 -2.77555756e-17
  0.00000000e+00  0.00000000e+00 -7.84372567e-14 -2.77555756e-17
  0.00000000e+00 -7.83956233e-14  0.00000000e+00]"
-0.9999999999999841,0.9999999999999841,,"[ 1.38777878e-17 -2.77555756e-17  2.77555756e-17  1.38777878e-17
  0.00000000e+00  0.00000000e+00  0.00000000e+00 -4.16333634e-17
 -5.55111512e-17  0.00000000e+00 -3.92047506e-14 -2.77555756e-17
  0.00000000e+00 -3.91908728e-14  0.00000000e+00]"
-0.9999999999999838,0.9999999999999838,,"[ 0.00000000e+00 -5.55111512e-17  0.00000000e+00  1.38777878e-17
  0.00000000e+00  0.00000000e+00  0.00000000e+00 -4.16333634e-17
  0.00000000e+00  0.00000000e+00 -1.95399252e-14  0.00000000e+00
  0.00000000e+00 -1.95121697e-14  0.00000000e+00]"
-0.9999999999999836,0.9999999999999836,,"[ 1.38777878e-17 -2.77555756e-17  2.77555756e-17  1.38777878e-17
  0.00000000e+00  0.00000000e+00  0.00000000e+00 -2.77555756e-17
  0.00000000e+00  0.00000000e+00 -9.76996262e-15 -2.77555756e-17
  0.00000000e+00 -9.74220704e-15  0.00000000e+00]"
-0.9999999999999831,0.9999999999999831,,"[ 1.38777878e-17 -4.16333634e-17  0.00000000e+00  2.77555756e-17
  0.00000000e+00  0.00000000e+00  0.00000000e+00 -2.77555756e-17
  0.00000000e+00  0.00000000e+00 -4.84334794e-15  0.00000000e+00
  0.00000000e+00 -4.85722573e-15  0.00000000e+00]"
-0.9999999999999829,0.9999999999999829,,"[ 1.38777878e-17 -2.77555756e-17  2.77555756e-17  1.38777878e-17
  0.00000000e+00  0.00000000e+00  0.00000000e+00 -4.16333634e-17
  0.00000000e+00  0.00000000e+00 -2.35922393e-15 -2.77555756e-17
  0.00000000e+00 -2.38697950e-15  0.00000000e+00]"
