cost,gradient
0.6879375831509973,0.0
0.6879375831509966,0.24484267734437007
0.671671594603909,0.5697084821578976
0.5840026284466865,-5.551115123125783e-17
0.5840026284466858,0.010394519662787483
0.5839736451193531,5.551115123125783e-17
0.5839736451193527,0.011912089559441202
0.5839355811848811,5.551115123125783e-17
0.5839355811848804,-0.6592809838056667
0.4678504692930327,-0.013651120757303736
0.46780115656837007,0.015247708973360113
0.46773963479599123,-5.551115123125783e-17
0.4677396347959907,-0.7461555581537772
0.3212440709621322,-0.017030817847454333
0.32116864723262173,0.0
0.32116864723262106,0.24431407013722578
0.30565669516349053,0.0
0.3056566951634902,-0.26346280483966134
0.2876533031132551,0.7908109069027056
0.126720963564239,-1.3877787807814457e-16
0.12672096356423856,-2.7755575615628914e-17
0.12672096356423862,-0.12045601897669467
0.12303664434894795,0.0
0.12303664434894779,0.24634501658234123
0.10764150923458649,-1.1102230246251565e-16
0.10764150923458637,0.17388971616137072
0.09998278444236613,0.36486954990416515
0.06633080255854068,-0.2534505642868117
0.05014914042781843,0.0
0.05014914042781826,-0.5831718696348918
-0.035104368228916716,0.0
-0.035104368228916605,0.6727161632494413
-0.14721327050544897,-1.1102230246251565e-16
-0.1472132705054487,-0.8022698596586437
-0.30409476205333186,0.5635590659372378
-0.38021890798344016,-0.4724598454384103
-0.43324465623920355,-0.28010869415164924
-0.45178200913306343,1.6653345369377348e-16
-0.45178200913306266,-1.3877787807814457e-16
-0.45178200913306177,-2.7755575615628914e-17
-0.4517820091330613,-8.326672684688674e-17
-0.45178200913306094,5.551115123125783e-17
-0.45178200913306,-0.15974722811020847
-0.4577998709355414,0.23354970618070867
-0.47064837145370597,0.24910806675589323
-0.48523965981337036,-2.7755575615628914e-17
-0.4852396598133702,2.7755575615628914e-17
-0.4852396598133694,5.551115123125783e-17
-0.48523965981336914,0.6947290557393015
-0.5979956738266218,5.551115123125783e-17
-0.5979956738266212,-1.6653345369377348e-16
-0.5979956738266204,-0.2972624199990313
-0.6184160336062007,0.0
-0.6184160336061997,0.4963808644151074
-0.6751009677790163,0.5550866620364163
-0.7453942915179461,-1.1102230246251565e-16
-0.7453942915179449,1.1102230246251565e-16
-0.7453942915179437,0.013219777343174893
-0.7454339112272511,5.551115123125783e-17
-0.74543391122725,-5.551115123125783e-17
-0.7454339112272489,-5.551115123125783e-17
-0.7454339112272478,0.45425210068894206
-0.7921077414373475,-0.2520424203141324
-0.8064066330049992,-0.23623141915776508
-0.8189439492849302,-0.18822260512847558
-0.8268911187484296,0.3027886844002975
-0.8474215452539717,0.0
-0.8474215452539708,1.1102230246251565e-16
-0.8474215452539702,1.1102230246251565e-16
-0.8474215452539698,-0.14949253789643352
-0.8524154998174739,-5.551115123125783e-17
-0.852415499817473,5.551115123125783e-17
-0.8524154998174719,1.1102230246251565e-16
-0.8524154998174706,-0.11772472093093499
-0.85551062501781,5.551115123125783e-17
-0.8555106250178084,-0.33147327497252377
-0.8800120474346136,5.551115123125783e-17
-0.8800120474346131,5.551115123125783e-17
-0.8800120474346118,-0.259522172288436
-0.894986627165934,0.29505164869977896
-0.9142970726251176,-1.1102230246251565e-16
-0.9142970726251163,0.0
-0.9142970726251152,-0.0451930720255056
-0.9147493104187716,-0.16727034335598448
-0.9209424145714626,0.08072544546224963
-0.9223839156404167,-0.14807246372694055
-0.927232109426292,0.0
-0.9272321094262913,0.06212439673465109
-0.9280851018862591,5.551115123125783e-17
-0.9280851018862579,0.04771654930466744
-0.9285882711800494,0.14110112125835392
-0.9329869382200106,0.25009112144239715
-0.946790170349993,5.551115123125783e-17
-0.9467901703499916,-5.551115123125783e-17
-0.9467901703499914,-0.19130752531485562
-0.954853682363709,5.551115123125783e-17
-0.9548536823637079,0.23228528344044233
-0.9667256515819869,1.1102230246251565e-16
-0.9667256515819854,0.17647527362188767
-0.9735683078428135,0.006116141204898416
-0.973576521558696,0.18364963144318402
-0.9809794116695383,0.004627514324494625
-0.9809841086848703,0.14619337651015596
-0.9856709277943853,-0.0854639093267972
-0.9872718355271486,-5.551115123125783e-17
-0.9872718355271471,0.02789070742324426
-0.9874423072378052,0.013840534153842357
-0.9874842861561444,5.551115123125783e-17
-0.9874842861561431,-0.019103062360265377
-0.9875642563389506,-1.1102230246251565e-16
-0.9875642563389498,0.0
-0.9875642563389486,0.11025038289567403
-0.9902275574292517,-2.220446049250313e-16
-0.9902275574292507,0.0
-0.9902275574292496,0.09704599714628423
-0.9922903880944764,0.07299538855110879
-0.9934571739515107,5.551115123125783e-17
-0.9934571739515101,-5.551115123125783e-17
-0.9934571739515089,0.0
-0.9934571739515083,0.0
-0.9934571739515075,-1.1102230246251565e-16
-0.9934571739515063,0.08775352027004418
-0.9951431274419327,0.007796802574383942
-0.995156434500488,-0.06593931073786756
-0.9961081698529499,0.0
-0.9961081698529478,-5.551115123125783e-17
-0.996108169852947,0.04764439626153677
-0.9966049933281893,0.03577655400163318
-0.9968851167710551,-0.04952611210777486
-0.9974218986659031,0.05098743323683307
-0.9979907799995568,0.02989141542663551
-0.9981862865578917,-0.004483111973337325
-0.9981906841976321,0.0
-0.9981906841976319,0.047916384443043136
-0.9986930467462223,0.0033643641686169276
-0.9986955232276945,-0.035955810347925915
-0.9989783762886545,0.026655377764126714
-0.9991338216191945,2.220446049250313e-16
-0.9991338216191926,0.010056521698987964
-0.9991559473129871,-0.02582039258437776
-0.9993018028351556,0.0
-0.9993018028351544,-0.020238719924572157
-0.9993914126278635,0.013912605282865309
-0.9994337575957285,0.014270116082177445
-0.9994783065194355,5.551115123125783e-17
-0.9994783065194345,-0.010076986043695918
-0.9995005212601887,-5.551115123125783e-17
-0.9995005212601876,0.005249026695738616
-0.9995065487499121,0.02639036586816043
-0.9996589070512897,-5.551115123125783e-17
